V(m³/mol)	P(Pa)
5e-05	2.61231e+08
5.40404e-05	1.35004e+08
5.80808e-05	8.27345e+07
6.21212e-05	5.62777e+07
6.61616e-05	4.13061e+07
7.0202e-05	3.21951e+07
7.42424e-05	2.63526e+07
7.82828e-05	2.24506e+07
8.23232e-05	1.9756e+07
8.63636e-05	1.78403e+07
9.0404e-05	1.64422e+07
9.44444e-05	1.53963e+07
9.84848e-05	1.45951e+07
0.000102525	1.39669e+07
0.000106566	1.34628e+07
0.000110606	1.30492e+07
0.000114646	1.27023e+07
0.000118687	1.24052e+07
0.000122727	1.21457e+07
0.000126768	1.19149e+07
0.000130808	1.17063e+07
0.000134848	1.15151e+07
0.000138889	1.13376e+07
0.000142929	1.11712e+07
0.00014697	1.10138e+07
0.00015101	1.08638e+07
0.000155051	1.072e+07
0.000159091	1.05815e+07
0.000163131	1.04476e+07
0.000167172	1.03178e+07
0.000171212	1.01915e+07
0.000175253	1.00684e+07
0.000179293	9.94828e+06
0.000183333	9.83091e+06
0.000187374	9.71609e+06
0.000191414	9.60369e+06
0.000195455	9.49358e+06
0.000199495	9.38565e+06
0.000203535	9.27983e+06
0.000207576	9.17602e+06
0.000211616	9.07418e+06
0.000215657	8.97424e+06
0.000219697	8.87614e+06
0.000223737	8.77985e+06
0.000227778	8.68531e+06
0.000231818	8.59248e+06
0.000235859	8.50132e+06
0.000239899	8.41181e+06
0.000243939	8.32389e+06
0.00024798	8.23754e+06
0.00025202	8.15272e+06
0.000256061	8.06941e+06
0.000260101	7.98756e+06
0.000264141	7.90715e+06
0.000268182	7.82814e+06
0.000272222	7.75052e+06
0.000276263	7.67424e+06
0.000280303	7.59928e+06
0.000284343	7.52562e+06
0.000288384	7.45322e+06
0.000292424	7.38206e+06
0.000296465	7.31211e+06
0.000300505	7.24334e+06
0.000304545	7.17574e+06
0.000308586	7.10928e+06
0.000312626	7.04392e+06
0.000316667	6.97966e+06
0.000320707	6.91646e+06
0.000324747	6.8543e+06
0.000328788	6.79316e+06
0.000332828	6.73302e+06
0.000336869	6.67385e+06
0.000340909	6.61564e+06
0.000344949	6.55837e+06
0.00034899	6.50201e+06
0.00035303	6.44655e+06
0.000357071	6.39196e+06
0.000361111	6.33824e+06
0.000365152	6.28535e+06
0.000369192	6.23329e+06
0.000373232	6.18203e+06
0.000377273	6.13156e+06
0.000381313	6.08186e+06
0.000385354	6.03292e+06
0.000389394	5.98471e+06
0.000393434	5.93723e+06
0.000397475	5.89046e+06
0.000401515	5.84439e+06
0.000405556	5.799e+06
0.000409596	5.75427e+06
0.000413636	5.7102e+06
0.000417677	5.66676e+06
0.000421717	5.62395e+06
0.000425758	5.58176e+06
0.000429798	5.54017e+06
0.000433838	5.49917e+06
0.000437879	5.45875e+06
0.000441919	5.41889e+06
0.00044596	5.37959e+06
0.00045	5.34083e+06
